compressor,k_values,k0,k1,k2,num_batches,num_samples,correct_count,avg_accuracy,avg_latency,avg_ce_loss,tp0_original_bytes,tp1_original_bytes,tp2_original_bytes,tp0_compressed_bytes,tp1_compressed_bytes,tp2_compressed_bytes,avg_compression_ratio,compressor_policy,llm_policy,outlier_values,outlier0,outlier1,outlier2,avg_payload_ratio,tp0_payload_ratio,tp1_payload_ratio,tp2_payload_ratio
topk,"0.125,0.5,0.5",0.1250,0.5000,0.5000,20,10000,4838,0.4838,0.0115838650963269,3.2350536346435548,655360000.0,327680000.0,163840000.0,102401280.0,174081280.0,87041280.0,3.154896251095939,topk,,,,,,,,,
topk,"0.125,0.5,1.0",0.1250,0.5000,1.0000,20,10000,4834,0.4834,0.0108759400434792,3.244202184677124,655360000.0,327680000.0,163840000.0,102401280.0,174081280.0,163840000.0,2.604636019558026,topk,,,,,,,,,
topk,"0.125,0.5,0.75",0.1250,0.5000,0.7500,20,10000,4834,0.4834,0.0110506650293245,3.244202184677124,655360000.0,327680000.0,163840000.0,102401280.0,174081280.0,128001280.0,2.83541611946722,topk,,,,,,,,,
topk,"0.125,0.5,0.9",0.1250,0.5000,0.9000,20,10000,4834,0.4834,0.012003664963413,3.244202184677124,655360000.0,327680000.0,163840000.0,102401280.0,174081280.0,152561280.0,2.67310678554434,topk,,,,,,,,,
topk,"0.125,1.0,0.5",0.1250,1.0000,0.5000,20,10000,4787,0.4787,0.0102356399758718,3.294187724590301,655360000.0,327680000.0,163840000.0,102401280.0,327680000.0,87041280.0,2.217810802916817,topk,,,,,,,,,
topk,"0.125,0.9,0.5",0.1250,0.9000,0.5000,20,10000,4787,0.4787,0.0105326349497772,3.294187724590301,655360000.0,327680000.0,163840000.0,102401280.0,305121280.0,87041280.0,2.318972612312295,topk,,,,,,,,,
topk,"0.125,0.75,0.5",0.1250,0.7500,0.5000,20,10000,4787,0.4787,0.0106726550497114,3.294187724590301,655360000.0,327680000.0,163840000.0,102401280.0,256001280.0,87041280.0,2.57469044807085,topk,,,,,,,,,
topk,"0.125,0.9,0.9",0.1250,0.9000,0.9000,20,10000,4779,0.4779,0.0102217749459669,3.3042553186416628,655360000.0,327680000.0,163840000.0,102401280.0,305121280.0,152561280.0,2.04769343104061,topk,,,,,,,,,
topk,"0.125,1.0,1.0",0.1250,1.0000,1.0000,20,10000,4779,0.4779,0.0103102450259029,3.3042553186416628,655360000.0,327680000.0,163840000.0,102401280.0,327680000.0,163840000.0,1.9310303210553423,topk,,,,,,,,,
topk,"0.125,1.0,0.9",0.1250,1.0000,0.9000,20,10000,4779,0.4779,0.010433485021349,3.3042553186416628,655360000.0,327680000.0,163840000.0,102401280.0,327680000.0,152561280.0,1.968410958512883,topk,,,,,,,,,
topk,"0.125,1.0,0.75",0.1250,1.0000,0.7500,20,10000,4779,0.4779,0.0106452349806204,3.3042553186416628,655360000.0,327680000.0,163840000.0,102401280.0,327680000.0,128001280.0,2.0550364447869507,topk,,,,,,,,,
topk,"0.125,0.75,0.9",0.1250,0.7500,0.9000,20,10000,4779,0.4779,0.0108310549519956,3.3042553067207336,655360000.0,327680000.0,163840000.0,102401280.0,256001280.0,152561280.0,2.24454239266716,topk,,,,,,,,,
topk,"0.125,0.9,0.75",0.1250,0.9000,0.7500,20,10000,4779,0.4779,0.0111065099714323,3.3042553186416628,655360000.0,327680000.0,163840000.0,102401280.0,305121280.0,128001280.0,2.141604004034629,topk,,,,,,,,,
topk,"0.125,0.75,1.0",0.1250,0.7500,1.0000,20,10000,4779,0.4779,0.011159285029862,3.3042553067207336,655360000.0,327680000.0,163840000.0,102401280.0,256001280.0,163840000.0,2.1960676663349687,topk,,,,,,,,,
topk,"0.125,0.9,1.0",0.1250,0.9000,1.0000,20,10000,4779,0.4779,0.0116890200064517,3.3042553186416628,655360000.0,327680000.0,163840000.0,102401280.0,305121280.0,163840000.0,2.007271880047583,topk,,,,,,,,,
topk,"0.125,0.75,0.75",0.1250,0.7500,0.7500,20,10000,4779,0.4779,0.0125451700063422,3.3042553067207336,655360000.0,327680000.0,163840000.0,102401280.0,256001280.0,128001280.0,2.3578761220306155,topk,,,,,,,,,
topk,"0.125,0.25,0.25",0.1250,0.2500,0.2500,20,10000,4752,0.4752,0.0125621549668721,2.9918219327926634,655360000.0,327680000.0,163840000.0,102401280.0,92161280.0,46081280.0,4.765881395509646,topk,,,,,,,,,
topk,"0.125,0.25,0.75",0.1250,0.2500,0.7500,20,10000,4695,0.4695,0.0102334550116211,3.179476857185364,655360000.0,327680000.0,163840000.0,102401280.0,92161280.0,128001280.0,3.555513228017127,topk,,,,,,,,,
topk,"0.125,0.25,1.0",0.1250,0.2500,1.0000,20,10000,4695,0.4695,0.010602915007621,3.179476857185364,655360000.0,327680000.0,163840000.0,102401280.0,92161280.0,163840000.0,3.199977143020407,topk,,,,,,,,,
topk,"0.125,0.25,0.9",0.1250,0.2500,0.9000,20,10000,4695,0.4695,0.0107325150165706,3.179476857185364,655360000.0,327680000.0,163840000.0,102401280.0,92161280.0,152561280.0,3.3039505439902945,topk,,,,,,,,,
topk,"0.125,0.25,0.5",0.1250,0.2500,0.5000,20,10000,4693,0.4693,0.010264259960968,3.175312089920044,655360000.0,327680000.0,163840000.0,102401280.0,92161280.0,87041280.0,4.072671736294505,topk,,,,,,,,,
topk,"0.125,0.25,0.125",0.1250,0.2500,0.1250,20,10000,4655,0.4655,0.0116852600360289,2.6476823449134828,655360000.0,327680000.0,163840000.0,102401280.0,92161280.0,25601280.0,5.20921146724185,topk,,,,,,,,,
topk,"0.125,0.125,0.5",0.1250,0.1250,0.5000,20,10000,4218,0.4218,0.0116476750117726,3.0448044896125794,655360000.0,327680000.0,163840000.0,102401280.0,51201280.0,87041280.0,4.765881395509646,topk,,,,,,,,,
topk,"0.125,0.125,0.9",0.1250,0.1250,0.9000,20,10000,4214,0.4214,0.0101177250500768,3.046979749202728,655360000.0,327680000.0,163840000.0,102401280.0,51201280.0,152561280.0,3.745968171812844,topk,,,,,,,,,
topk,"0.125,0.125,1.0",0.1250,0.1250,1.0000,20,10000,4214,0.4214,0.0103884299984201,3.046979749202728,655360000.0,327680000.0,163840000.0,102401280.0,51201280.0,163840000.0,3.612874089725083,topk,,,,,,,,,
topk,"0.125,0.125,0.75",0.1250,0.1250,0.7500,20,10000,4214,0.4214,0.0108104999759234,3.046979749202728,655360000.0,327680000.0,163840000.0,102401280.0,51201280.0,128001280.0,4.072671736294505,topk,,,,,,,,,
topk,"0.125,0.125,0.25",0.1250,0.1250,0.2500,20,10000,4213,0.4213,0.0108399849850684,2.8892632842063906,655360000.0,327680000.0,163840000.0,102401280.0,51201280.0,46081280.0,5.7434792920648965,topk,,,,,,,,,
topk,"0.125,0.125,0.125",0.1250,0.1250,0.1250,20,10000,4145,0.4145,0.0120343949529342,2.585374474525452,655360000.0,327680000.0,163840000.0,102401280.0,51201280.0,25601280.0,6.399862860081569,topk,,,,,,,,,
