compressor,compressor_policy,llm_policy,outlier_precision,regular_precision,outlier_values,outlier0,outlier1,outlier2,quant_precision_values,quant0_precision,quant1_precision,quant2_precision,k_values,k0,k1,k2,num_samples,correct_count,avg_accuracy,avg_latency,avg_ce_loss,avg_margin,avg_payload_ratio,avg_compression_ratio,tp0_original_bytes,tp1_original_bytes,tp2_original_bytes,tp0_compressed_bytes,tp1_compressed_bytes,tp2_compressed_bytes,tp0_payload_ratio,tp1_payload_ratio,tp2_payload_ratio,model_name,split,positive_token,negative_token,positive_token_id,negative_token_id,prompt_template
quantization,quantization,,,,,,,,"int8,int2,int4",int8,int2,int4,"0.2500,0.0625,0.1250",0.2500,0.0625,0.1250,872,421,0.4827981651376147,0.058390812271214815,0.760435887774743,0.5537828794859965,0.14600626627604166,6.849021110569219,342884352.0,342884352.0,342884352.0,85780384.0,21489568.0,42919840.0,0.2502,0.0627,0.1252,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"int2,int2,int8",int2,int2,int8,"0.0625,0.0625,0.2500",0.0625,0.0625,0.2500,872,421,0.4827981651376147,0.06853103910363492,0.7536602772755223,0.5134801238501837,0.12517293294270834,7.9889475822836244,342884352.0,342884352.0,342884352.0,21489568.0,21489568.0,85780384.0,0.0627,0.0627,0.2502,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"int8,int8,passthrough",int8,int8,passthrough,"0.2500,0.2500,1.0000",0.2500,0.2500,1.0000,872,420,0.481651376146789,0.0542770698367524,0.7518045223839239,0.5422976645854635,0.5001152886284722,1.999538951793342,342884352.0,342884352.0,342884352.0,85780384.0,85780384.0,342884352.0,0.2502,0.2502,1.0,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"int8,int8,fp16",int8,int8,fp16,"0.2500,0.2500,0.5000",0.2500,0.2500,0.5000,872,420,0.481651376146789,0.054918186355664166,0.751807133419388,0.5423063127272719,0.3335028754340278,2.9984748968013504,342884352.0,342884352.0,342884352.0,85780384.0,85780384.0,171497984.0,0.2502,0.2502,0.5002,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"int8,int8,int8",int8,int8,int8,"0.2500,0.2500,0.2500",0.2500,0.2500,0.2500,872,419,0.4805045871559633,0.05555859849459295,0.7522496747519445,0.544009799257331,0.2501729329427083,3.9972349855649982,342884352.0,342884352.0,342884352.0,85780384.0,85780384.0,85780384.0,0.2502,0.2502,0.2502,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"int2,int2,fp16",int2,int2,fp16,"0.0625,0.0625,0.5000",0.0625,0.0625,0.5000,872,419,0.4805045871559633,0.0660215209931383,0.7534683824542465,0.5117415835004334,0.2085028754340278,4.796096926329485,342884352.0,342884352.0,342884352.0,21489568.0,21489568.0,171497984.0,0.0627,0.0627,0.5002,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"int2,int2,passthrough",int2,int2,passthrough,"0.0625,0.0625,1.0000",0.0625,0.0625,1.0000,872,419,0.4805045871559633,0.07124337408619019,0.7534692858884094,0.5117435023325299,0.3751152886284722,2.6658470883879017,342884352.0,342884352.0,342884352.0,21489568.0,21489568.0,342884352.0,0.0627,0.0627,1.0,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"passthrough,int2,int4",passthrough,int2,int4,"1.0000,0.0625,0.1250",1.0000,0.0625,0.1250,872,418,0.4793577981651376,0.05802004529353351,0.7617440743354755,0.5327340935895203,0.3959486219618056,2.5255802003939367,342884352.0,342884352.0,342884352.0,342884352.0,21489568.0,42919840.0,1.0,0.0627,0.1252,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"int4,int2,passthrough",int4,int2,passthrough,"0.1250,0.0625,1.0000",0.1250,0.0625,1.0000,872,415,0.47591743119266056,0.057608477990228446,0.7601153500924963,0.5341916385046933,0.3959486219618056,2.5255802003939367,342884352.0,342884352.0,342884352.0,42919840.0,21489568.0,342884352.0,0.1252,0.0627,1.0,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"int2,int2,int4",int2,int2,int4,"0.0625,0.0625,0.1250",0.0625,0.0625,0.1250,872,415,0.47591743119266056,0.07265616823714055,0.757619639738984,0.5362640731378433,0.08350626627604167,11.975149226458765,342884352.0,342884352.0,342884352.0,21489568.0,21489568.0,42919840.0,0.0627,0.0627,0.1252,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"int8,int2,int8",int8,int2,int8,"0.2500,0.0625,0.2500",0.2500,0.0625,0.2500,872,410,0.4701834862385321,0.056672086004688996,0.7633511536165115,0.536685009615137,0.18767293294270834,5.328418884492384,342884352.0,342884352.0,342884352.0,85780384.0,21489568.0,85780384.0,0.2502,0.0627,0.2502,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"int8,int2,passthrough",int8,int2,passthrough,"0.2500,0.0625,1.0000",0.2500,0.0625,1.0000,872,408,0.46788990825688076,0.055067838557329406,0.7630780163913145,0.5347123952633744,0.4376152886284722,2.2851121201320335,342884352.0,342884352.0,342884352.0,85780384.0,21489568.0,342884352.0,0.2502,0.0627,1.0,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"int8,int2,fp16",int8,int2,fp16,"0.2500,0.0625,0.5000",0.2500,0.0625,0.5000,872,408,0.46788990825688076,0.05646638990777177,0.7630752838994248,0.5347073881997975,0.2710028754340278,3.689997747804109,342884352.0,342884352.0,342884352.0,85780384.0,21489568.0,171497984.0,0.2502,0.0627,0.5002,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
